number	organism name	kingdom	phylum	class	file	accession number	sequences	base pair	DIV	submitted	updated	BioProject	BioSample	SRA
816	Oryzias melastigma	Metazoa	Chordata	Actinopteri	GBFT.gz	GBFT01000001-GBFT01089361	89361	105465023	TSA	2014-05-26	2015-03-12	PRJNA246584	SAMN02768386	SRR1281996
817	Oryzias melastigma	Metazoa	Chordata	Actinopteri	GBFU.gz	GBFU01000001-GBFU01113037	113037	147414908	TSA	2014-05-26	2015-03-12	PRJNA246584	SAMN02768382	SRR1281993
818	Oryzias melastigma	Metazoa	Chordata	Actinopteri	GBFV.gz	GBFV01000001-GBFV01069934	69934	83016993	TSA	2014-05-26	2015-03-12	PRJNA246584	SAMN02768385	SRR1281995
819	Oryzias melastigma	Metazoa	Chordata	Actinopteri	GBFW.gz	GBFW01000001-GBFW01191827	191827	233573349	TSA	2014-05-26	2015-03-12	PRJNA246584	SAMN02768381	SRR1281992
820	Oryzias melastigma	Metazoa	Chordata	Actinopteri	GBFX.gz	GBFX01000001-GBFX01238084	238084	310261690	TSA	2014-05-26	2015-03-12	PRJNA246584	SAMN02768381	SRR1281992
821	Oryzias melastigma	Metazoa	Chordata	Actinopteri	GBFY.gz	GBFY01000001-GBFY01132231	132231	165350348	TSA	2014-05-26	2015-03-12	PRJNA246584	SAMN02768381	SRR1281992
822	marine metagenome	None	None	None	GBFZ.gz	GBFZ01000001-GBFZ01172655	172655	129634825	TSA	2014-05-23	2014-06-10	PRJNA241185	SAMN02688800	SRR1275522
823	Micropterus salmoides salmoides	Metazoa	Chordata	Actinopteri	GBGA.gz	GBGA01000001-GBGA01223958	223958	205634360	TSA	2014-05-27	2014-12-11	PRJNA248127	SAMN02786862	SRR1292395
824	Orius laevigatus	Metazoa	Arthropoda	Insecta	GBGB.gz	GBGB01000001-GBGB01000063	63	40346	TSA	2014-05-28	2014-06-16	PRJNA191591	SAMN02767604	
825	Limnoperna fortunei	Metazoa	Mollusca	Bivalvia	GBGC.gz	GBGC01000001-GBGC01064494	64494	36052848	TSA	2014-05-28	2014-06-03	PRJNA248620	SAMN02261470	SRR942484
826	Panstrongylus megistus	Metazoa	Arthropoda	Insecta	GBGD.gz	GBGD01000001-GBGD01003702	3702	5355622	TSA	2014-05-30	2014-06-16	PRJNA249079	SAMN02808717	SRR1304639
827	Oryzias melastigma	Metazoa	Chordata	Actinopteri	GBGE.gz	GBGE01000001-GBGE01237625	237625	258716894	TSA	2014-05-28	2015-03-12	PRJNA246584	SAMN02768381	SRR1281992
828	Nicotiana attenuata	Viridiplantae	Streptophyta	None	GBGF.gz	GBGF01000001-GBGF01090466	90466	59543859	TSA	2014-05-27	2014-11-19	PRJNA223344	SAMN02378603	SRR3389515
829	Themira biloba	Metazoa	Arthropoda	Insecta	GBGG.gz	GBGG01000001-GBGG01023280	23280	32518167	TSA	2014-06-04	2014-06-12	PRJNA218740	SAMN02352649	SRR1292904
830	Polypodium hydriforme	Metazoa	Cnidaria	Hydrozoa	GBGH.gz	GBGH01000001-GBGH01024516	24516	26701511	TSA	2014-06-04	2014-08-05	PRJNA251648	SAMN02837860	
831	Kudoa iwatai	Metazoa	Cnidaria	None	GBGI.gz	GBGI01000001-GBGI01022174	22174	30048324	TSA	2014-06-05	2015-12-16	PRJNA248713	SAMN02800925	SRR1300899
832	Allium cepa	Viridiplantae	Streptophyta	Liliopsida	GBGJ.gz	GBGJ01000001-GBGJ01128597	128597	100274014	TSA	2014-06-04	2014-06-16	PRJNA238142	SAMN02445054	SRR1051882
833	Cocos nucifera	Viridiplantae	Streptophyta	Liliopsida	GBGK.gz	GBGK01000001-GBGK01056508	56508	39851917	TSA	2014-06-09	2014-11-04	PRJNA244711	SAMN02728054	SRR1265939
834	Cocos nucifera	Viridiplantae	Streptophyta	Liliopsida	GBGL.gz	GBGL01000001-GBGL01060762	60762	38002737	TSA	2014-06-09	2014-11-04	PRJNA244711	SAMN02728104	SRR1273070
835	Cocos nucifera	Viridiplantae	Streptophyta	Liliopsida	GBGM.gz	GBGM01000001-GBGM01036582	36582	25483960	TSA	2014-06-09	2014-11-04	PRJNA244711	SAMN02728105	SRR1273180
836	Ceratopteris richardii	Viridiplantae	Streptophyta	Polypodiopsida	GBGN.gz	GBGN01000001-GBGN01150097	150097	169020652	TSA	2014-06-12	2015-07-07	PRJNA248887	SAMN02803864	SRR1313276
837	Eurytemora affinis	Metazoa	Arthropoda	Maxillopoda	GBGO.gz	GBGO01000001-GBGO01138088	138088	143733589	TSA	2014-06-12	2015-07-07	PRJNA242763	SAMN02798133	SRR1298702
838	Clytia hemisphaerica	Metazoa	Cnidaria	Hydrozoa	GBGP.gz	GBGP01000001-GBGP01000373	373	514379	TSA	2014-06-11	2014-06-16	PRJNA198775	SAMN02055995	SRR1118216
839	Schmidtea mediterranea	Metazoa	Platyhelminthes	None	GBGQ.gz	GBGQ01000001-GBGQ01068049	68049	46164330	TSA	2014-06-16	2014-06-25	PRJNA252663	SAMN02854366	SRR1390697
840	Punica granatum	Viridiplantae	Streptophyta	None	GBGR.gz	GBGR01000001-GBGR01065353	65353	54774396	TSA	2014-06-12	2014-09-08	PRJNA231033	SAMN02803728	SRR1054190
841	Dosidicus gigas	Metazoa	Mollusca	Cephalopoda	GBGS.gz	GBGS01000001-GBGS01000021	21	16782	TSA	2014-06-14	2014-07-22	PRJNA181271	SAMN02853062	SRR1386212
842	Sepioteuthis lessoniana	Metazoa	Mollusca	Cephalopoda	GBGT.gz	GBGT01000001-GBGT01000008	8	6135	TSA	2014-06-15	2014-07-22	PRJNA252555	SAMN02851314	SRR1386192
843	Sepia esculenta	Metazoa	Mollusca	Cephalopoda	GBGU.gz	GBGU01000001-GBGU01000009	9	8518	TSA	2014-06-16	2014-07-22	PRJNA252556	SAMN02851315	SRR1386223
844	Polistes metricus	Metazoa	Arthropoda	Insecta	GBGV.gz	GBGV01000001-GBGV01074517	74517	54810859	TSA	2014-06-16	2014-06-25	PRJNA242774	SAMN02712421	SRR1217438
845	Symbiodinium sp. A2	None	None	Dinophyceae	GBGW.gz	GBGW01000001-GBGW01057938	57938	22952966	TSA	2014-06-17	2014-06-25	PRJNA237994	SAMN02640262	SRR1171187
846	Phytophthora cactorum	None	None	Oomycetes	GBGX.gz	GBGX01000001-GBGX01021662	21662	24178687	TSA	2014-06-19	2017-01-04	PRJNA242795	SAMN02709058	SRR1206032
847	Paeonia suffruticosa	Viridiplantae	Streptophyta	None	GBGY.gz	GBGY01000001-GBGY01000371	371	347422	TSA	2014-06-20	2014-06-24	PRJNA208873	SAMN02208113	SRR923858
848	Solanum melongena	Viridiplantae	Streptophyta	None	GBGZ.gz	GBGZ01000001-GBGZ01121454	121454	132832610	TSA	2014-06-18	2015-10-28	PRJNA247728	SAMN02777982	SRR1291243
849	Pampus argenteus	Metazoa	Chordata	Actinopteri	GBHA.gz	GBHA01000001-GBHA01030339	30339	50527648	TSA	2014-06-23	2017-01-04	PRJNA231118	SAMN02440169	SRR1424580
850	Teleogryllus commodus	Metazoa	Arthropoda	Insecta	GBHB.gz	GBHB01000001-GBHB01080464	80464	199835063	TSA	2014-06-24	2014-11-04	PRJNA252786	SAMN02863001	SRR1424310
851	Salmo salar	Metazoa	Chordata	Actinopteri	GBHC.gz	GBHC01000001-GBHC01044830	44830	46151030	TSA	2014-06-22	2014-07-22	PRJNA253115	SAMN02867526	SRR1435329
852	Salmo salar	Metazoa	Chordata	Actinopteri	GBHD.gz	GBHD01000001-GBHD01023554	23554	18951801	TSA	2014-06-25	2014-07-22	PRJNA253115	SAMN02867527	SRR1435329
853	Salmo salar	Metazoa	Chordata	Actinopteri	GBHE.gz	GBHE01000001-GBHE01022954	22954	24761960	TSA	2014-06-22	2014-07-22	PRJNA253115	SAMN02867526	SRR1435393
854	Salmo salar	Metazoa	Chordata	Actinopteri	GBHF.gz	GBHF01000001-GBHF01015410	15410	10644862	TSA	2014-06-22	2014-07-22	PRJNA253115	SAMN02867528	SRR1435483
855	Calotropis procera	Viridiplantae	Streptophyta	None	GBHG.gz	GBHG01000001-GBHG01104184	104184	170759924	TSA	2014-06-24	2015-03-26	PRJNA251916	SAMN02843192	SRR1405701
856	Euprymna scolopes	Metazoa	Mollusca	Cephalopoda	GBHH.gz	GBHH01000001-GBHH01005048	5048	2704271	TSA	2014-06-26	2014-09-12	PRJNA253571	SAMN02872840	SRR1460580
857	Camellia oleifera	Viridiplantae	Streptophyta	None	GBHI.gz	GBHI01000001-GBHI01084162	84162	35690654	TSA	2014-06-28	2014-07-22	PRJNA239933	SAMN02892969	SRR1472842
858	Withania somnifera	Viridiplantae	Streptophyta	None	GBHJ.gz	GBHJ01000001-GBHJ01073511	73511	119120515	TSA	2014-06-28	2014-07-28	PRJNA223351	SAMN02690836	SRR1015957
859	Arachis hypogaea	Viridiplantae	Streptophyta	None	GBHK.gz	GBHK01000001-GBHK01022131	22131	14948761	TSA	2014-06-30	2015-01-05	PRJNA251584	SAMN02837507	SRR1367372
860	Tinospora cordifolia	Viridiplantae	Streptophyta	None	GBHL.gz	GBHL01000001-GBHL01033332	33332	20865469	TSA	2014-07-03	2017-06-07	PRJNA188660	SAMN01915272	SRR709424
861	Agave americana	Viridiplantae	Streptophyta	Liliopsida	GBHM.gz	GBHM01000001-GBHM01061548	61548	55699127	TSA	2014-07-02	2016-11-15	PRJNA244686	SAMN02821317	SRR1371236
862	Colaphellus bowringi	Metazoa	Arthropoda	Insecta	GBHN.gz	GBHN01000001-GBHN01035457	35457	24767060	TSA	2014-07-04	2015-01-21	PRJNA209790	SAMN02221894	SRR925368
863	Lygus hesperus	Metazoa	Arthropoda	Insecta	GBHO.gz	GBHO01000001-GBHO01045706	45706	102246199	TSA	2014-07-09	2014-12-12	PRJNA238835	SAMN02679940	SRR1186295
864	Hevea brasiliensis	Viridiplantae	Streptophyta	None	GBHP.gz	GBHP01000001-GBHP01033781	33781	28026181	TSA	2014-07-11	2017-08-01	PRJNA254411	SAMN02903559	SRR1508164
865	Cephalotaxus hainanensis	Viridiplantae	Streptophyta	None	GBHQ.gz	GBHQ01000001-GBHQ01039356	39356	42906717	TSA	2014-07-14	2014-09-17	PRJNA254529	SAMN02905148	SRR1509462
866	Mesocricetus auratus	Metazoa	Chordata	Mammalia	GBHR.gz	GBHR01000001-GBHR01001305	1305	2271170	TSA	2014-07-17	2017-12-04	PRJNA230618	SAMN02899681	SRR1508515
867	Mesocricetus auratus	Metazoa	Chordata	Mammalia	GBHS.gz	GBHS01000001-GBHS01001078	1078	1857619	TSA	2014-07-17	2017-12-04	PRJNA230618	SAMN02899668	SRR1509491
868	Halyomorpha halys	Metazoa	Arthropoda	Insecta	GBHT.gz	GBHT01000001-GBHT01013211	13211	26764243	TSA	2014-07-18	2014-09-02	PRJNA248431	SAMN02821154	SRR1301984
869	Echis coloratus	Metazoa	Chordata	None	GBHU.gz	GBHU01000001-GBHU01000005	5	13613	TSA	2014-07-17	2014-08-01	PRJNA255316	SAMN02780842	ERR216301
870	Eublepharis macularius	Metazoa	Chordata	None	GBHV.gz	GBHV01000001-GBHV01000005	5	12339	TSA	2014-07-17	2014-08-01	PRJNA255316	SAMEA1689199	ERR216304
871	Opheodrys aestivus	Metazoa	Chordata	None	GBHW.gz	GBHW01000001-GBHW01000004	4	9511	TSA	2014-07-17	2014-08-01	PRJNA255316	SAMEA1689203	ERR216303
872	Pantherophis guttatus	Metazoa	Chordata	None	GBHX.gz	GBHX01000001-GBHX01000003	3	8076	TSA	2014-07-17	2014-08-01	PRJNA255316	SAMEA1689204	ERR216298
873	Python regius	Metazoa	Chordata	None	GBHY.gz	GBHY01000001-GBHY01000004	4	8210	TSA	2014-07-17	2014-08-01	PRJNA255316	SAMEA1689202	ERR216299
874	Eublepharis macularius	Metazoa	Chordata	None	GBHZ.gz	GBHZ01000001-GBHZ01000042	42	86033	TSA	2014-07-17	2014-10-21	PRJEB2884	SAMEA1689199	ERR216304
875	Opheodrys aestivus	Metazoa	Chordata	None	GBIA.gz	GBIA01000001-GBIA01000050	50	89047	TSA	2014-07-17	2014-10-21	PRJEB2884	SAMEA1689203	ERR216303
876	Pantherophis guttatus	Metazoa	Chordata	None	GBIB.gz	GBIB01000001-GBIB01000059	59	96849	TSA	2014-07-17	2014-10-21	PRJEB2884	SAMEA1689204	ERR216298
877	Python regius	Metazoa	Chordata	None	GBIC.gz	GBIC01000001-GBIC01000044	44	87901	TSA	2014-07-17	2014-10-21	PRJEB2884	SAMEA1689202	ERR216299
878	Blattella germanica	Metazoa	Arthropoda	Insecta	GBID.gz	GBID01000001-GBID01006833	6833	10239008	TSA	2014-07-19	2014-10-21	PRJNA248247	SAMN02796058	SRR1296678
879	Anthoxanthum odoratum	Viridiplantae	Streptophyta	Liliopsida	GBIE.gz	GBIE01000001-GBIE01083703	83703	61916221	TSA	2014-07-21	2014-08-13	PRJNA255182	SAMN02910590	SRR1514624
880	Agrocybe salicacicola	Fungi	Basidiomycota	Agaricomycetes	GBIG.gz	GBIG01000001-GBIG01020721	20721	31265604	TSA	2014-07-15	2017-08-01	PRJNA253770	SAMN02904641	SRR1515195
881	Ixodes ricinus	Metazoa	Arthropoda	Arachnida	GBIH.gz	GBIH01000001-GBIH01002854	2854	2128460	TSA	2014-07-24	2014-09-12	PRJNA183509	SAMN01830796	SRR641298
882	Bemisia tabaci	Metazoa	Arthropoda	Insecta	GBII.gz	GBII01000001-GBII01051123	51123	67220885	TSA	2014-07-28	2015-12-16	PRJNA255988	SAMN02934457	SRR1523521
883	Bemisia tabaci	Metazoa	Arthropoda	Insecta	GBIJ.gz	GBIJ01000001-GBIJ01068512	68512	45762509	TSA	2014-07-28	2015-12-16	PRJNA255986	SAMN02934455	SRR1523522
884	Acanthis flammea	Metazoa	Chordata	Aves	GBIK.gz	GBIK01000001-GBIK01030357	30357	47602457	TSA	2014-07-28	2015-08-03	PRJNA256306	SAMN02943248	SRR1531381
885	Glossoscolex paulistus	Metazoa	Annelida	Clitellata	GBIL.gz	GBIL01000001-GBIL01097639	97639	199811471	TSA	2014-07-29	2015-08-26	PRJNA253195	SAMN02869147	SRR1519963
886	Scolopendra subspinipes dehaani	Metazoa	Arthropoda	Chilopoda	GBIM.gz	GBIM01000001-GBIM01016084	16084	6936488	TSA	2014-08-25	2014-09-05	PRJNA222648	SAMN02373800	SRR1048057
887	Acanthis hornemanni	Metazoa	Chordata	Aves	GBIN.gz	GBIN01000001-GBIN01030357	30357	47602457	TSA	2014-07-30	2015-08-03	PRJNA256306	SAMN02943253	SRR1531386
888	Avicennia marina	Viridiplantae	Streptophyta	None	GBIO.gz	GBIO01000001-GBIO01089833	89833	41667392	TSA	2014-08-01	2014-10-22	PRJNA187540	SAMN01906725	SRR653719
889	Arachis duranensis	Viridiplantae	Streptophyta	None	GBIP.gz	GBIP01000001-GBIP01030807	30807	24355435	TSA	2014-08-04	2014-09-05	PRJNA248910	SAMN02803902	SRR1535034
890	Arachis ipaensis	Viridiplantae	Streptophyta	None	GBIQ.gz	GBIQ01000001-GBIQ01029780	29780	22223312	TSA	2014-08-04	2014-09-04	PRJNA248910	SAMN02803903	SRR1535035
891	Arachis duranensis	Viridiplantae	Streptophyta	None	GBIR.gz	GBIR01000001-GBIR01039276	39276	26958481	TSA	2014-08-04	2014-08-27	PRJNA248910	SAMN02803902	SRR1535034
892	Arachis ipaensis	Viridiplantae	Streptophyta	None	GBIS.gz	GBIS01000001-GBIS01037725	37725	24175988	TSA	2014-08-04	2014-08-27	PRJNA248910	SAMN02803903	SRR1535035
893	Bactrocera minax	Metazoa	Arthropoda	Insecta	GBIT.gz	GBIT01000001-GBIT01047189	47189	38471055	TSA	2014-08-04	2014-08-25	PRJNA244614	SAMN02727808	SRR1238396
894	Arachis duranensis	Viridiplantae	Streptophyta	None	GBIU.gz	GBIU01000001-GBIU01037379	37379	34674541	TSA	2014-08-05	2014-09-04	PRJNA248910	SAMN02803902	SRR1535034
895	Arachis duranensis	Viridiplantae	Streptophyta	None	GBIV.gz	GBIV01000001-GBIV01032805	32805	32616337	TSA	2014-08-05	2015-02-02	PRJNA248910	SAMN02803902	SRR1535034
896	Arachis ipaensis	Viridiplantae	Streptophyta	None	GBIW.gz	GBIW01000001-GBIW01037379	37379	34674541	TSA	2014-08-05	2014-09-05	PRJNA248910	SAMN02803903	SRR1535035
897	Arachis hypogaea var. vulgaris	Viridiplantae	Streptophyta	None	GBIX.gz	GBIX01000001-GBIX01058960	58960	35225745	TSA	2014-08-06	2014-09-03	PRJNA248910	SAMN02803905	SRR1534396
898	Arachis hypogaea var. vulgaris	Viridiplantae	Streptophyta	None	GBIY.gz	GBIY01000001-GBIY01070752	70752	57312683	TSA	2014-08-06	2015-02-02	PRJNA248910	SAMN02803905	SRR1534396
899	Arachis hypogaea var. vulgaris	Viridiplantae	Streptophyta	None	GBIZ.gz	GBIZ01000001-GBIZ01051407	51407	56600858	TSA	2014-08-06	2015-02-02	PRJNA248910	SAMN02803905	SRR1534396
900	Opisthorchis felineus	Metazoa	Platyhelminthes	Trematoda	GBJA.gz	GBJA01000001-GBJA01012665	12665	24731212	TSA	2015-04-13	2015-04-13	PRJNA257351	SAMN02951678	SRR1536241
901	Andrographis paniculata	Viridiplantae	Streptophyta	None	GBJB.gz	GBJB01000001-GBJB01083800	83800	88933560	TSA	2014-08-07	2015-03-26	PRJNA247458	SAMN02777339	SRR1292497
902	Saccostrea glomerata	Metazoa	Mollusca	Bivalvia	GBJD.gz	GBJD01000001-GBJD01028597	28597	28252423	TSA	2014-08-08	2015-01-16	PRJNA253158	SAMN02867721	SRR1438128
903	Arachis hypogaea var. vulgaris	Viridiplantae	Streptophyta	None	GBJE.gz	GBJE01000001-GBJE01066989	66989	74574575	TSA	2014-08-07	2014-09-04	PRJNA248910	SAMN02803905	SRR1534396
904	Arachis duranensis	Viridiplantae	Streptophyta	None	GBJF.gz	GBJF01000001-GBJF01033145	33145	30443387	TSA	2014-08-05	2014-09-04	PRJNA248910	SAMN02803902	SRR1535034
905	Arachis ipaensis	Viridiplantae	Streptophyta	None	GBJG.gz	GBJG01000001-GBJG01029786	29786	22158542	TSA	2014-08-05	2014-09-05	PRJNA248910	SAMN02803903	SRR1535035
906	Arachis hypogaea var. vulgaris	Viridiplantae	Streptophyta	None	GBJH.gz	GBJH01000001-GBJH01045879	45879	30067853	TSA	2014-08-08	2014-09-05	PRJNA248910	SAMN02803905	SRR1534396
907	Arachis hypogaea var. vulgaris	Viridiplantae	Streptophyta	None	GBJI.gz	GBJI01000001-GBJI01244114	244114	214940405	TSA	2014-08-08	2014-09-04	PRJNA248910	SAMN02803905	SRR1534396
908	Arachis duranensis	Viridiplantae	Streptophyta	None	GBJK.gz	GBJK01000001-GBJK01070200	70200	62002319	TSA	2014-08-05	2015-02-02	PRJNA248910	SAMN02803902	SRR1535034
909	Arachis ipaensis	Viridiplantae	Streptophyta	None	GBJL.gz	GBJL01000001-GBJL01030764	30764	27910781	TSA	2014-08-05	2014-09-05	PRJNA248910	SAMN02803903	SRR1535035
910	Latrodectus geometricus	Metazoa	Arthropoda	Arachnida	GBJM.gz	GBJM01000001-GBJM01141036	141036	94425148	TSA	2014-08-12	2015-06-23	PRJNA256924	SAMN02979256	SRR1539569
911	Latrodectus hesperus	Metazoa	Arthropoda	Arachnida	GBJN.gz	GBJN01000001-GBJN01178498	178498	125302115	TSA	2014-08-13	2015-06-24	PRJNA242358	SAMN02979274	SRR1539570
912	Mangifera indica	Viridiplantae	Streptophyta	None	GBJO.gz	GBJO01000001-GBJO01047956	47956	44608706	TSA	2014-08-10	2015-11-18	PRJNA254771	SAMN02905156	SRR1509526
913	Arachis ipaensis	Viridiplantae	Streptophyta	None	GBJP.gz	GBJP01000001-GBJP01064014	64014	52954773	TSA	2014-08-05	2014-09-05	PRJNA248910	SAMN02803903	SRR1535035
914	Steatoda grossa	Metazoa	Arthropoda	Arachnida	GBJQ.gz	GBJQ01000001-GBJQ01148536	148536	111111508	TSA	2014-08-13	2015-09-02	PRJNA256926	SAMN02979116	SRR1539523
915	Bombyx mori	Metazoa	Arthropoda	Insecta	GBJR.gz	GBJR01000001-GBJR01015696	15696	17759131	TSA	2014-08-13	2014-10-21	PRJNA257362	SAMN02950950	SRR1535663
916	Rhipicephalus annulatus	Metazoa	Arthropoda	Arachnida	GBJS.gz	GBJS01000001-GBJS01030301	30301	27944182	TSA	2014-08-25	2015-09-03	PRJNA255770	SAMN02928618	SRR1522120
917	Rhipicephalus annulatus	Metazoa	Arthropoda	Arachnida	GBJT.gz	GBJT01000001-GBJT01033118	33118	29926480	TSA	2014-08-26	2015-09-04	PRJNA255770	SAMN02928617	SRR1522091
918	Cycas revoluta	Viridiplantae	Streptophyta	None	GBJU.gz	GBJU01000001-GBJU01039379	39379	38933900	TSA	2014-08-07	2015-09-04	PRJNA255888	SAMN02929469	SRR1525778
919	Fusarium virguliforme	Fungi	Ascomycota	Sordariomycetes	GBJV.gz	GBJV01000001-GBJV01012858	12858	19814314	TSA	2014-10-10	2016-03-15	PRJNA248018	SAMN02782722	SRR1382101
920	Dioscorea composita	Viridiplantae	Streptophyta	Liliopsida	GBJW.gz	GBJW01000001-GBJW01131514	131514	180050789	TSA	2014-08-16	2015-02-24	PRJNA253902	SAMN02897972	SRR1525775
921	Adelges tsugae	Metazoa	Arthropoda	Insecta	GBJX.gz	GBJX01000001-GBJX01021848	21848	35793846	TSA	2014-08-15	2015-02-24	PRJNA242203	SAMN02691708	SRR1198669
922	Sinopodophyllum hexandrum	Viridiplantae	Streptophyta	None	GBJY.gz	GBJY01000001-GBJY01035403	35403	17967934	TSA	2014-08-20	2014-09-02	PRJNA258431	SAMN02997652	SRR1553367
923	Allium cepa	Viridiplantae	Streptophyta	Liliopsida	GBJZ.gz	GBJZ01000001-GBJZ01249987	249987	273651260	TSA	2014-08-20	2015-10-28	PRJNA248253	SAMN02796065	SRR1293377
924	Ctenopharyngodon idella	Metazoa	Chordata	Actinopteri	GBKA.gz	GBKA01000001-GBKA01027581	27581	48281634	TSA	2014-08-13	2015-06-11	PRJNA234067	SAMN02580751	SRR1124206
925	Staphylococcus aureus	None	Firmicutes	Bacilli	GBKB.gz	GBKB01000001-GBKB01001994	1994	2443165	TSA	2014-08-22	2014-09-08	PRJNA257347	SAMN02951674	SRR1555675
926	Crotalus horridus	Metazoa	Chordata	None	GBKC.gz	GBKC01000001-GBKC01002463	2463	5992988	TSA	2014-08-22	2015-01-06	PRJNA88989	SAMN01179614	SRR575168
927	Crotalus horridus	Metazoa	Chordata	None	GBKD.gz	GBKD01000001-GBKD01001548	1548	3018499	TSA	2014-08-22	2015-01-06	PRJNA88989	SAMN02998121	SRR1554232
928	Lithobius forficatus	Metazoa	Arthropoda	Chilopoda	GBKE.gz	GBKE01000001-GBKE01007304	7304	4203641	TSA	2014-08-26	2014-09-08	PRJNA198080	SAMN02053593	SRR1047615
929	Polyxenus lagurus	Metazoa	Arthropoda	Diplopoda	GBKF.gz	GBKF01000001-GBKF01013911	13911	5483135	TSA	2014-08-26	2014-09-08	PRJNA222654	SAMN02373801	SRR1048056
930	Polydesmus angustus	Metazoa	Arthropoda	Diplopoda	GBKG.gz	GBKG01000001-GBKG01004323	4323	3114190	TSA	2014-08-26	2014-09-08	PRJNA222647	SAMN02373799	SRR1047642
931	Triticum aestivum	Viridiplantae	Streptophyta	Liliopsida	GBKH.gz	GBKH01000001-GBKH01004274	4274	2928764	TSA	2014-08-22	2014-11-15	PRJNA182354	SAMN01820702	SRR629690
932	Triticum aestivum	Viridiplantae	Streptophyta	Liliopsida	GBKI.gz	GBKI01000001-GBKI01003439	3439	2134815	TSA	2014-08-22	2014-11-15	PRJNA182354	SAMN01820703	SRR629691
933	Triticum aestivum	Viridiplantae	Streptophyta	Liliopsida	GBKJ.gz	GBKJ01000001-GBKJ01002696	2696	1600131	TSA	2014-08-22	2014-11-15	PRJNA182354	SAMN01820704	SRR629692
934	Triticum aestivum	Viridiplantae	Streptophyta	Liliopsida	GBKK.gz	GBKK01000001-GBKK01001655	1655	928395	TSA	2014-08-22	2014-11-15	PRJNA182354	SAMN01820705	SRR629693
935	Myxobolus cerebralis	Metazoa	Cnidaria	None	GBKL.gz	GBKL01000001-GBKL01052821	52821	42904520	TSA	2014-08-27	2015-12-16	PRJNA258474	SAMN02998096	SRR1557039
936	Acantholyda hieroglyphica	Metazoa	Arthropoda	Insecta	GBKM.gz	GBKM01000001-GBKM01031362	31362	28522168	TSA	2015-10-30	2017-03-24	PRJNA252315	SAMN02870200	SRR1503118
937	Anthurium andraeanum	Viridiplantae	Streptophyta	Liliopsida	GBKP.gz	GBKP01000001-GBKP01040198	40198	31199854	TSA	2014-09-04	2014-10-15	PRJNA241042	SAMN02687978	SRR1187851
938	Camellia sinensis var. sinensis	Viridiplantae	Streptophyta	None	GBKQ.gz	GBKQ01000001-GBKQ01063798	63798	35892358	TSA	2014-09-05	2015-05-05	PRJNA257942	SAMN02980903	SRR1548478
939	Apteronotus leptorhynchus	Metazoa	Chordata	Actinopteri	GBKR.gz	GBKR010000001-GBKR011233299	1233299	1972267756	TSA	2014-09-05	2015-04-28	PRJNA259518	SAMN03008916	SRR1560062
940	Lilium hybrid cultivar	Viridiplantae	Streptophyta	Liliopsida	GBKS.gz	GBKS01000001-GBKS01064503	64503	49954073	TSA	2014-09-04	2015-07-09	PRJNA252039	SAMN02848776	SRR1390677
941	Ephedra trifurca	Viridiplantae	Streptophyta	None	GBKT.gz	GBKT01000001-GBKT01039326	39326	32153635	TSA	2014-09-08	2015-10-06	PRJNA255888	SAMN02929470	SRR1531150
942	Trichoplusia ni	Metazoa	Arthropoda	Insecta	GBKU.gz	GBKU01000001-GBKU01070322	70322	60040270	TSA	2014-09-11	2014-09-23	PRJNA260558	SAMN03024153	SRR544891
943	Ciona intestinalis	Metazoa	Chordata	Ascidiacea	GBKV.gz	GBKV01000001-GBKV01030680	30680	26880734	TSA	2014-09-11	2015-05-05	PRJNA248170	SAMN02799694	SRR1302057
944	Olea europaea	Viridiplantae	Streptophyta	None	GBKW.gz	GBKW01000001-GBKW01157699	157699	85805151	TSA	2014-09-10	2014-12-11	PRJNA256033	SAMN02937426	SRR1524947
945	Eleusine indica	Viridiplantae	Streptophyta	Liliopsida	GBKX.gz	GBKX01000001-GBKX01054939	54939	57737969	TSA	2014-09-10	2015-02-24	PRJNA259633	SAMN03009918	SRR1560465
946	Sphecodes albilabris	Metazoa	Arthropoda	Insecta	GBKZ.gz	GBKZ01000001-GBKZ01033273	33273	36915692	TSA	2014-09-10	2017-03-21	PRJNA252332	SAMN02870402	SRR1503135
947	Nomada lathburiana	Metazoa	Arthropoda	Insecta	GBLA.gz	GBLA01000001-GBLA01024014	24014	35759640	TSA	2014-09-10	2017-03-21	PRJNA252330	SAMN02870348	SRR1503133
948	Astata minor	Metazoa	Arthropoda	Insecta	GBLB.gz	GBLB01000001-GBLB01031832	31832	36656229	TSA	2014-09-10	2017-03-21	PRJNA252227	SAMN02870217	SRR1503031
949	Brachymeria minuta	Metazoa	Arthropoda	Insecta	GBLE.gz	GBLE01000001-GBLE01035290	35290	32367015	TSA	2014-09-10	2017-03-21	PRJNA252236	SAMN02870225	SRR1503040
950	Andrena vaga	Metazoa	Arthropoda	Insecta	GBLF.gz	GBLF01000001-GBLF01025569	25569	29428733	TSA	2014-09-10	2017-03-21	PRJNA252325	SAMN02870209	SRR1503128
951	Pinus canariensis	Viridiplantae	Streptophyta	None	GBLJ.gz	GBLJ01000001-GBLJ01047792	47792	43957406	TSA	2014-09-08	2015-10-06	PRJNA255888	SAMN02929471	SRR1531151
